cmd,cli,file,nodes,yang_path,action,phase,pr
no_neighbor_capability_orf_prefix_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> capability orf prefix-list <both|send|receive>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,3-af-policy,
no_neighbor_cmd,no neighbor <WORD|<A.B.C.D|X:X::X:X> [remote-as <ASNUM|internal|external|auto>]>,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_damp_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor dampening [HALF [REUSE SUPPRESS MAX]],bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_default_originate_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> default-originate [route-map RMAP_NAME],bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_default_originate_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> default-originate [route-map RMAP_NAME],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_description_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> description,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_description_comment_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> description LINE...,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_disable_addpath_rx_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> disable-addpath-rx,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,3-af-policy,
no_neighbor_disable_connected_check_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> <disable-connected-check|enforce-multihop>,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_disable_link_bw_encoding_ieee_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> disable-link-bw-encoding-ieee,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_distribute_list_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> distribute-list ACCESSLIST_NAME <in|out>,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
no_neighbor_distribute_list_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> distribute-list ACCESSLIST_NAME <in|out>,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_dont_capability_negotiate_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> dont-capability-negotiate,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_ebgp_multihop_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> ebgp-multihop [(1-255)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_enforce_first_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> enforce-first-as,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_extended_optional_parameters_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> extended-optional-parameters,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_filter_list_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> filter-list AS_PATH_FILTER_NAME <in|out>,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_filter_list_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> filter-list AS_PATH_FILTER_NAME <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_interface_cmd,no neighbor <A.B.C.D|X:X::X:X> interface WORD,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_interface_config_cmd,no neighbor WORD interface [v6only] [peer-group PGNAME] [remote-as <ASNUM|internal|external|auto>],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_interface_peer_group_remote_as_cmd,no neighbor WORD remote-as <ASNUM|internal|external|auto>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_local_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> local-as [ASNUM [no-prepend [replace-as] [dual-as]]],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_ls_local_link_id_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$peer_str local-link-id [(1-4294967295)$link_id],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_ls_remote_link_id_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$peer_str remote-link-id [(1-4294967295)$link_id],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_maximum_prefix_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix [(1-4294967295) [(1-100)] [restart (1-65535)] [warning-only] [force]],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
no_neighbor_maximum_prefix_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix [(1-4294967295) [(1-100)] [restart (1-65535)] [warning-only] [force]],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,3-af-policy,
no_neighbor_maximum_prefix_out_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> maximum-prefix-out [(1-4294967295)],bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,3-af-policy,
no_neighbor_nexthop_local_unchanged_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> nexthop-local unchanged,bgpd/bgp_vty.c,BGP_IPV6_NODE,MISSING,add,2-neighbor-session,
no_neighbor_nexthop_self_all_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self all,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_nexthop_self_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_nexthop_self_force_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self force,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_nexthop_self_force_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self force,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_nexthop_self_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> next-hop-self,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_override_capability_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> override-capability,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_passive_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> passive,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_password_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> password [LINE],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_path_attribute_discard_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor path-attribute discard [(1-255)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_path_attribute_treat_as_withdraw_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor path-attribute treat-as-withdraw (1-255)...,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_peer_group_cmd,no neighbor WORD peer-group,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_port_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> port [(0-65535)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_prefix_list_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> prefix-list WORD <in|out>,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_prefix_list_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> prefix-list WORD <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_all_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_all_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_all_replace_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all replace-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_all_replace_as_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS all replace-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_replace_as_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS replace-AS,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_remove_private_as_replace_as_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> remove-private-AS replace-AS,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_role_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor local-role <provider|rs-server|rs-client|customer|peer> [strict-mode],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_route_map_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-map RMAP_NAME <in|out>,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4U_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6U_NODE;BGP_IPV6_NODE;BGP_LS_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_route_map_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-map RMAP_NAME <in|out>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_route_reflector_client_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-reflector-client,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_route_reflector_client_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-reflector-client,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_route_server_client_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-server-client,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_route_server_client_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> route-server-client,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_send_community_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> send-community,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_send_community_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> send-community,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_send_community_type_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> send-community <both|all|extended|standard|large>,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_send_community_type_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> send-community <both|all|extended|standard|large>,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_set_peer_group_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> peer-group PGNAME,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,8-filter-rmap,
no_neighbor_set_peer_group_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> peer-group PGNAME,bgpd/bgp_vty.c,BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,8-filter-rmap,
no_neighbor_shutdown_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> shutdown,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_shutdown_msg_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> shutdown message MSG...,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_shutdown_rtt_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> shutdown rtt [(1-65535) [count (1-255)]],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_soft_reconfiguration_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> soft-reconfiguration inbound,bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_FLOWSPECV4_NODE;BGP_FLOWSPECV6_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_soft_reconfiguration_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> soft-reconfiguration inbound,bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_solo_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> solo,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_soo_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor soo [ASN:NN_OR_IP-ADDRESS:NN$soo],bgpd/bgp_vty.c,BGP_EVPN_NODE;BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
no_neighbor_strict_capability_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> strict-capability-match,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_tcp_mss_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> tcp-mss [(1-65535)],bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_timers_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> timers [(0-65535) (0-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_timers_connect_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> timers connect [(1-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_timers_delayopen_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD>$neighbor timers delayopen [(0-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_ttl_security_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> ttl-security hops (1-254),bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_unsuppress_map_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> unsuppress-map WORD,bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,MISSING,add,2-neighbor-session,
no_neighbor_unsuppress_map_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> unsuppress-map WORD,bgpd/bgp_vty.c,BGP_NODE,MISSING,add,2-neighbor-session,
no_neighbor_update_source_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> update-source [<A.B.C.D|X:X::X:X|WORD>],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_weight_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> weight [(0-65535)],bgpd/bgp_vty.c,BGP_IPV4L_NODE;BGP_IPV4M_NODE;BGP_IPV4_NODE;BGP_IPV6L_NODE;BGP_IPV6M_NODE;BGP_IPV6_NODE;BGP_VPNV4_NODE;BGP_VPNV6_NODE,PARTIAL,fix,2-neighbor-session,
no_neighbor_weight_hidden_cmd,no neighbor <A.B.C.D|X:X::X:X|WORD> weight [(0-65535)],bgpd/bgp_vty.c,BGP_NODE,PARTIAL,fix,2-neighbor-session,
no_router_bgp_cmd,no router bgp [ASNUM$instasn [<view|vrf> VIEWVRFNAME] [as-notation <dot|dot+|plain>]],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
no_rpki_cache_cmd,no rpki cache <tcp|ssh> <A.B.C.D|WORD> <TCPPORT|(1-65535)$sshport SSH_UNAME SSH_PRIVKEY [KNOWN_HOSTS_PATH]> [source <A.B,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
no_rpki_cmd,",        NO_STR",bgpd/bgp_rpki.c,CONFIG_NODE,PARTIAL,fix,7-bmp-rpki,
no_rpki_expire_interval_cmd,no rpki expire_interval [(600-172800)],bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
no_rpki_polling_period_cmd,no rpki polling_period [(1-86400)],bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
no_rpki_retry_interval_cmd,no rpki retry_interval [(1-7200)],bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
no_set_aggregator_as_cmd,no set aggregator as [ASNUM A.B.C.D],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aigp_metric_cmd,no set aigp-metric [<igp-metric|(0-4294967295)>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_exclude_access_list_cmd,no set as-path exclude as-path-access-list [AS_PATH_FILTER_NAME],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_exclude_all_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_exclude_cmd,no set as-path exclude ASNUM...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_prepend_as_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_prepend_last_as_cmd,no set as-path prepend [last-as [(1-10)]],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_replace_access_list_cmd,no set as-path replace as-path-access-list [AS_PATH_FILTER_NAME] [<ASNUM>$configured_asn],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_aspath_replace_asn_cmd,no set as-path replace [<any|ASNUM>] [<ASNUM>$configured_asn],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_atomic_aggregate_cmd,no set atomic-aggregate,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_community_change_cmd,no set comm-list <delete$del|add$add|replace$rep> [<(1-99)|(100-500)|COMMUNITY_LIST_NAME>$name],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_community_cmd,no set community AA:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_community_delete_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_community_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_distance_cmd,no set distance [(1-255)],bgpd/bgp_routemap.c,RMAP_NODE,PARTIAL,fix,8-filter-rmap,
no_set_ecommunity_color_all_cmd,no set extcommunity color,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_color_cmd,no set extcommunity color RTLIST...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_delete_cmd,no set extended-comm-list [,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_delete_method2_cmd,no set extended-comm-list delete [,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_evpn_rmac_cmd,no set extcommunity evpn rmac [X:X:X:X:X:X],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_lb_cmd,no set extcommunity bandwidth <(0-4294967295)|cumulative|num-multipaths> [non-transitive],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_lb_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_none_cmd,no set extcommunity none,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_nt_cmd,no set extcommunity nt RTLIST...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_nt_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_rt_cmd,no set extcommunity rt ASN:NN_OR_IP-ADDRESS:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_rt_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_soo_cmd,no set extcommunity soo ASN:NN_OR_IP-ADDRESS:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ecommunity_soo_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_evpn_gw_ip_ipv4_cmd,no set evpn gateway-ip ipv4 A.B.C.D,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_evpn_gw_ip_ipv6_cmd,no set evpn gateway-ip ipv6 X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ipv6_nexthop_global_cmd,no set ipv6 next-hop global X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
